last_update,confirmed,deaths,recovered,active,country_id,iso2,iso3,name,landlocked,latitude,longitude,main_religion_2008,un_state,world_4region,population,country_region
2020-06-21,2260774,118747,617460,1443988,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-22,2286042,119026,622133,1464775,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-23,2318657,119467,640198,1483742,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-24,2354866,120196,647548,1510931,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-25,2390968,120938,656161,1537768,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-26,2431527,123352,663562,1558389,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-27,2477469,123987,670809,1590790,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-28,2519148,124475,679308,1627152,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-29,2774985,147250,685164,1851570,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-06-30,2386689,102650,705203,1478352,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-01,2646832,126278,720631,1705198,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-02,2698282,126932,729994,1740624,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-03,2753919,127631,781970,1781186,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-04,2806110,128305,790404,1825966,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-05,2853118,128587,894325,1863401,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-06,2901137,129019,906763,1901792,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-07,2947160,129116,924148,1930671,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-08,3008714,130390,936476,1971678,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-09,3068315,131185,953420,2012746,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-10,3130740,132184,969111,2058818,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-11,3198860,132978,983185,2113770,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-12,3258897,133689,995576,2160924,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-13,3317536,134128,1006326,2208771,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-14,3376214,134557,1031939,2254383,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-15,3444748,135465,1049098,2290819,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-16,3512815,136413,1075882,2328898,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-17,3588523,137368,1090645,2391976,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-18,3660649,138266,1107204,2441843,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-19,3724190,139122,1122720,2491914,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-20,3785366,139549,1131121,2543991,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-21,3850734,140001,1160087,2588421,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-22,3910904,141037,1182018,2627340,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-23,3981198,142235,1210849,2652367,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-24,4062705,143451,1233269,2709234,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-25,4120962,144528,1261624,2734314,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-26,4186165,145470,1279414,2781471,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-27,4242515,146005,1297863,2818818,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-28,4298948,147120,1325804,2863024,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-29,4365837,148394,1355363,2075998,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-30,4440057,149810,1389425,2102870,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-07-31,4507996,151165,1414155,2137687,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-01,4576674,152383,1438160,2164078,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-02,4633898,153501,1461885,2203795,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-03,4679849,153939,1468689,2239708,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-04,4758715,155166,1513446,2293279,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-05,4785382,157323,1528979,2271656,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-06,4839199,157060,1577851,2287414,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-07,4898702,158900,1598624,2318693,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-08,4958305,160139,1623870,2353298,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-09,5013300,161201,1643118,2391414,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-10,5060331,161762,1656864,2423857,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-11,5107612,162341,1670755,2453327,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-12,5155927,163597,1714960,3261573,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-13,5211517,165098,1753760,3277422,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-14,5262741,166168,1774648,3307052,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-15,5328087,167509,1796326,3348334,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-16,5375761,168512,1818527,3373010,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-17,5415716,169117,1833067,3399947,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-18,5451781,169603,1865580,3402100,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-19,5496937,170871,1898159,3413286,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-20,5543646,172190,1925049,3431437,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-21,5587431,173282,1947035,3452404,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-22,5636885,174369,1965056,3481964,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-23,5680546,175342,1985484,3505125,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-24,5715099,175833,1997761,3526962,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-25,5752153,176308,2020774,3541472,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-26,5792181,177536,2053699,3545295,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-27,5835945,178713,2084465,3557487,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-28,5881433,179825,2101326,3585485,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-29,5928690,180783,2118367,3613614,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-30,5972754,181684,2140614,3637907,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-08-31,6007172,182138,2153939,3659176,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-01,6044801,182611,2184825,3662018,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-02,6087366,183655,2202663,3686374,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-03,6127475,184720,2231757,3687833,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-04,6164335,185750,2266957,3696117,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-05,6215195,186698,2283454,3729160,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-06,6258709,187492,2302187,3754095,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-07,6290285,187930,2315995,3771263,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-08,6314411,188218,2333551,3777715,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-09,6341565,188667,2359111,3778101,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-10,6376131,189840,2387479,3780985,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-11,6411549,190737,2403511,3800676,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-12,6458997,191904,2417878,3832730,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-13,6500740,192632,2434658,3856616,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-14,6534888,193052,2451406,3873948,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-15,6569607,193486,2474570,3889137,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-16,6609094,194691,2495127,3901281,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-17,6647445,195640,2525573,3908122,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-18,6692868,196503,2540334,3937221,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-19,6742299,197414,2556465,3968631,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-20,6785193,198130,2577446,3991222,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-21,6824646,198388,2590671,4014416,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-22,6876686,198814,2615949,4040920,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-23,6916921,199846,2646959,4048454,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-24,6954720,200866,2670256,4060871,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-25,7002251,201768,2710183,3918345,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-26,7055313,202696,2727335,4101907,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-27,7100673,203468,2750459,4122991,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-28,7139074,203771,2766280,4143823,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-29,7172511,204122,2794608,4148131,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-09-30,7216620,204988,2813305,4170738,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-01,7257342,205939,2840688,4185274,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-02,7303116,206813,2860650,4209203,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-03,7358306,207654,2873369,4250083,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-04,7407233,208344,2897322,4275395,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-05,7443115,208722,2911699,4296277,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-06,7482857,209180,2935142,4311732,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-07,7528239,209874,2952390,4335917,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-08,7578229,210786,2999895,4337839,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-09,7636983,211771,3021252,4371712,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-10,7693604,212730,3039089,4410304,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-11,7748819,213378,3062983,4440432,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-12,7794815,213825,3075077,4472554,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-13,7837018,215326,3106728,4482149,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-14,7889416,216128,3124593,4515880,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-15,7949093,217115,3155794,4543285,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-16,8014187,217962,3177397,4584472,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-17,8083458,218879,3197539,4632493,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-18,8140289,219618,3220573,4666290,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-19,8189871,220070,3234138,4700634,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-20,8257874,220534,3272603,4720111,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-21,8320062,221459,3295148,4756948,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-22,8382716,222618,3323354,4790353,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-23,8459174,223488,3353056,4831466,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-24,8541865,224444,3375427,4891887,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-25,8624854,225378,3406656,4943483,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-26,8687523,225803,3422878,4987581,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-27,8755117,226312,3460455,5016441,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-28,8833070,227300,3487666,4977112,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-29,8911864,228332,3518140,5110440,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-30,9003418,229341,3554336,5161772,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-10-31,9102911,230389,3578452,5235746,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-01,9192785,231316,3612478,5290139,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-02,9297839,231802,3630579,5345231,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-03,9383792,232338,3674981,5384383,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-04,9511333,233931,3705130,5444718,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-05,9615319,235081,3743527,5508055,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-06,9744775,236243,3781751,5590509,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-07,9873056,237500,3810791,5686631,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-08,10000794,238602,3851465,5741206,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-09,10116034,239162,3881491,5817163,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-10,10202960,239825,3928845,5942948,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-11,10348290,241512,3961873,6053832,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-12,10494916,242889,3997175,6161562,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-13,10659749,244256,4051256,6265990,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-14,10840138,245456,4095146,6397708,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-15,11007903,246802,4148444,6509699,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-16,11144124,247576,4174884,6618209,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-17,11307066,248405,4244811,6703463,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-18,11470988,250124,4293640,6814861,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-19,11644166,252060,4350789,6926025,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-20,11835709,254099,4410709,7051923,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-21,12034008,256047,4457930,7198366,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-22,12213281,257662,4529700,7302700,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-23,12360059,258694,4526513,7463405,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-24,12534509,259790,4633600,7524619,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-25,12710026,261919,4696664,7634410,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-26,12893313,264178,4835956,7674326,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-27,13005636,265564,4871203,7748458,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-28,13213823,267113,4947446,7876368,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-29,13369353,268471,5023063,7955158,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-11-30,13509588,269507,5065030,8051268,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-01,13670158,270853,5146319,8126708,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-02,13858375,273398,5226581,8223156,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-03,14060930,276216,5322128,8325651,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-04,14284540,279166,5404018,8458836,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-05,14517325,281844,5470389,8617992,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-06,14732871,284189,5576026,8723976,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-07,14913882,285538,5624444,8850108,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-08,15108743,287150,5714557,8950890,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-09,15333233,289777,5786915,9091848,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-10,15555768,292954,5889896,9207119,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-11,15787284,295945,5985047,9333587,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-12,16027260,299360,6135314,9411132,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-13,16244645,301817,6246605,9517702,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-14,16432449,303443,6298082,9655820,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-15,16626161,305098,6399531,16218748,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-16,16836265,308198,,16411732,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-17,17082909,311916,,16656636,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-18,17322587,315379,,16895208,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-19,17574522,318318,,17143820,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-20,17766416,320969,,17338437,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-21,17977622,322842,,17547471,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-22,18152975,324613,,17714982,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-23,18351042,328005,,17907044,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-24,18580603,331423,,18131806,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-25,18774769,334332,,18320867,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-26,18872384,335731,,18425681,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-27,19098687,337610,,18650292,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-28,19254321,339039,,18799175,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-29,19444974,341166,,18982150,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-30,19626877,344650,,19215665,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2020-12-31,19860511,348379,,19395385,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-01,20096076,351824,,19619649,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-02,20249586,353972,,19778204,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-03,20550002,356470,,20073297,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-04,20758743,357907,,20282382,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-05,20943042,360000,,20460956,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-06,21180376,363706,,20688504,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-07,21435765,367625,,20937639,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-08,21713830,371583,,21213819,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-09,22007077,375666,,21491937,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-10,22269734,378988,,21763686,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-11,22483002,380974,,22034370,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-12,22697984,383062,,22241353,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-13,22924938,387527,,22466399,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-14,23155287,391545,,22692050,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-15,23390901,395508,,22923976,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-16,23633649,399390,,23163165,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-17,23835288,402809,,23362571,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-18,24013081,404668,,23538740,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-19,24156472,406169,,23679336,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-20,24333210,408889,,23849259,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-21,24516414,413282,,24032143,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-22,24710164,417453,,24217140,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-23,24900841,421268,,24407273,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-24,25071463,424592,,24576647,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
2021-01-25,25202494,426475,,24707409,196,US,USA,United States,coastline,39.0000,-98.0000,christian,TRUE,americas,329466283,US
